Date, Heure, H:00, H:10, H:20, H:30, H:40, H:50 
2019-04-01, 0:00, 6, 7, 6, 6, 6, 7
2019-04-01, 1:00, 6, 7, 6, 7, 6, 7
2019-04-01, 2:00, 7, 6, 7, 7, 6, 7
2019-04-01, 3:00, 7, 7, 7, 7, 6, 7
2019-04-01, 4:00, 7, 7, 7, 7, 324, 343
2019-04-01, 5:00, 378, 478, 553, 692, 742, 754
2019-04-01, 6:00, 792, 840, 937, 888, 1050, 1136
2019-04-01, 7:00, 1581, 1681, 1713, 1842, 1838, 1823
2019-04-01, 8:00, 1505, 1502, 1502, 1501, 1489, 1372
2019-04-01, 9:00, 1292, 908, 656, 607, 556, 335
2019-04-01, 10:00, 125, 7, 6, 7, 6, 7
2019-04-01, 11:00, 6, 7, 6, 6, 6, 6
2019-04-01, 12:00, 6, 6, 6, 6, 6, 6
2019-04-01, 13:00, 5, 6, 6, 6, 5, 5
2019-04-01, 14:00, 5, 5, 5, 4, 5, 5
2019-04-01, 15:00, 4, 5, 5, 4, 5, 5
2019-04-01, 16:00, 4, 5, 5, 4, 5, 5
2019-04-01, 17:00, 4, 5, 4, 5, 5, 4
2019-04-01, 18:00, 5, 4, 5, 5, 4, 5
2019-04-01, 19:00, 4, 5, 4, 5, 5, 5
2019-04-01, 20:00, 5, 5, 5, 6, 5, 5
2019-04-01, 21:00, 5, 5, 6, 5, 5, 5
2019-04-01, 22:00, 6, 5, 6, 5, 6, 6
2019-04-01, 23:00, 6, 5, 6, 6, 7, 6
2019-04-02, 0:00, 6, 6, 7, 6, 7, 6
2019-04-02, 1:00, 7, 6, 7, 7, 6, 7
2019-04-02, 2:00, 7, 7, 6, 7, 7, 7
2019-04-02, 3:00, 7, 7, 7, 7, 7, 7
2019-04-02, 4:00, 7, 7, 7, 7, 7, 78
2019-04-02, 5:00, 126, 302, 414, 437, 516, 983
2019-04-02, 6:00, 1465, 1532, 1600, 1576, 1669, 1743
2019-04-02, 7:00, 1814, 1833, 1831, 1631, 1495, 1492
2019-04-02, 8:00, 1489, 1487, 1487, 1488, 1489, 1489
2019-04-02, 9:00, 1268, 1040, 925, 823, 878, 900
2019-04-02, 10:00, 858, 766, 534, 292, 256, 280
2019-04-02, 11:00, 255, 270, 239, 170, 6, 5
2019-04-02, 12:00, 6, 5, 5, 6, 5, 4
2019-04-02, 13:00, 5, 5, 4, 5, 4, 5
2019-04-02, 14:00, 5, 4, 5, 4, 5, 5
2019-04-02, 15:00, 4, 5, 5, 4, 4, 5
2019-04-02, 16:00, 4, 5, 4, 4, 5, 4
2019-04-02, 17:00, 5, 5, 4, 5, 5, 4
2019-04-02, 18:00, 5, 5, 4, 5, 5, 5
2019-04-02, 19:00, 6, 5, 5, 5, 5, 5
2019-04-02, 20:00, 5, 6, 5, 5, 5, 6
2019-04-02, 21:00, 5, 5, 6, 5, 5, 6
2019-04-02, 22:00, 5, 5, 6, 5, 5, 6
2019-04-02, 23:00, 5, 6, 6, 5, 6, 6
2019-04-03, 0:00, 6, 5, 6, 6, 6, 6
