index,E_PV_batt,E_PV_curt,E_PV_grid,E_PV_load,E_PV_load_autocons,E_PV_load_cons,E_char,E_cons,E_dis,E_grid_batt,E_grid_load,E_loss_Batt,E_loss_conv,E_loss_inv,E_loss_inv_PV,E_loss_inv_batt,E_loss_inv_grid,SOC,E_demand,E_PV,Export_price,Price_furniture,Price_TURPE_E,Price_TURPE_P,Inv_P,Conv_P
2018-01-01 00:00:00-06:00,0.0,0.0,0.0,0.0,0,0,161.329899,1255.987613,0.0,161.329899,1086.166667,12.099742,0.0,8.491047,0.0,0.0,8.491047,149.230157,1086.166667,0.0,0.1,0.05415,0.0131,0.01306,8.491047,0.0
2018-01-01 01:00:00-06:00,0.0,0.0,0.0,0.0,0,0,134.925842,1237.193869,0.0,134.925842,1095.166667,10.119438,0.0,7.10136,0.0,0.0,7.10136,274.036561,1095.166667,0.0,0.1,0.05415,0.0131,0.01306,7.10136,0.0
2018-01-01 02:00:00-06:00,0.0,0.0,0.0,0.0,0,0,140.588233,1255.987613,0.0,140.588233,1108.0,10.544117,0.0,7.399381,0.0,0.0,7.399381,404.080676,1108.0,0.0,0.1,0.05415,0.0131,0.01306,7.399381,0.0
2018-01-01 03:00:00-06:00,0.0,0.0,0.0,0.0,0,0,103.696566,1255.987613,0.0,103.696566,1146.833333,7.777242,0.0,5.457714,0.0,0.0,5.457714,500.0,1146.833333,0.0,0.1,0.05415,0.0131,0.01306,5.457714,0.0
2018-01-01 04:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1222.666667,0.0,0.0,1222.666667,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1222.666667,0.0,0.1,0.05415,0.0131,0.01306,0.0,0.0
2018-01-01 05:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1250.166667,0.0,0.0,1250.166667,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1250.166667,0.0,0.1,0.05415,0.0131,0.01306,0.0,0.0
2018-01-01 06:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,75.451635,0.0,1255.987613,0.0,0.0,3.772582,0.0,3.772582,0.0,424.548365,1327.666667,0.0,0.1,0.07607,0.021,0.01548,79.224217,0.0
2018-01-01 07:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,166.679705,0.0,1255.987613,0.0,0.0,8.333985,0.0,8.333985,0.0,257.86866,1414.333333,0.0,0.1,0.07607,0.021,0.01548,175.01369,0.0
2018-01-01 08:00:00-06:00,0.0,4.989632,0.0,363.0,363,0,0.0,1123.666667,0.0,0.0,1123.666667,0.0,7.642105,19.105263,19.105263,0.0,0.0,257.86866,1486.666667,394.737,0.1,0.07607,0.021,0.01548,382.105263,370.642105
2018-01-01 09:00:00-06:00,0.0,7.195737,0.0,471.0,471,0,0.0,1055.333333,0.0,0.0,1055.333333,0.0,9.915789,24.789474,24.789474,0.0,0.0,257.86866,1526.333333,512.901,0.1,0.08642,0.028,0.01602,495.789474,480.915789
2018-01-01 10:00:00-06:00,0.0,12.653526,0.0,882.0,882,0,0.0,530.491856,64.04366,0.0,530.491856,0.0,18.568421,49.623236,46.421053,3.202183,0.0,193.825,1473.333333,959.643,0.1,0.08642,0.028,0.01602,995.666896,900.568421
2018-01-01 11:00:00-06:00,0.0,-0.0,0.0,1342.494363,1000,441,0.0,54.338971,0.0,0.0,54.338971,0.0,28.263039,70.657598,70.657598,0.0,0.0,193.825,1396.833333,1441.415,0.1,0.07607,0.021,0.01548,1511.657598,1469.263039
2018-01-01 12:00:00-06:00,0.0,-0.0,0.0,1189.775343,1000,277,0.0,120.724657,0.0,0.0,120.724657,0.0,25.047902,62.619755,62.619755,0.0,0.0,193.825,1310.5,1277.443,0.1,0.07607,0.021,0.01548,1339.619755,1302.047902
2018-01-01 13:00:00-06:00,331.0,40.803789,0.0,1304.0,1000,304,331.0,0.666667,0.0,0.0,0.666667,24.825,34.072632,68.631579,68.631579,0.0,0.0,500.0,1304.666667,1778.508,0.1,0.07607,0.021,0.01548,1372.631579,1669.072632
2018-01-01 14:00:00-06:00,0.0,10.056789,0.0,677.0,677,0,0.0,586.833333,0.0,0.0,586.833333,0.0,14.252632,35.631579,35.631579,0.0,0.0,500.0,1263.833333,736.941,0.1,0.07607,0.021,0.01548,712.631579,691.252632
2018-01-01 15:00:00-06:00,0.0,1.113737,0.0,72.0,72,0,0.0,1245.666667,0.0,0.0,1245.666667,0.0,1.515789,3.789474,3.789474,0.0,0.0,500.0,1317.666667,78.419,0.1,0.07607,0.021,0.01548,75.789474,73.515789
2018-01-01 16:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,129.662161,0.0,1255.987613,0.0,0.0,6.483108,0.0,6.483108,0.0,370.337839,1379.166667,0.0,0.1,0.07607,0.021,0.01548,136.145269,0.0
2018-01-01 17:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,65.451635,0.0,1255.987613,0.0,0.0,3.272582,0.0,3.272582,0.0,304.886204,1318.166667,0.0,0.1,0.07607,0.021,0.01548,68.724217,0.0
2018-01-01 18:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,74.574442,0.0,1255.987613,0.0,0.0,3.728722,0.0,3.728722,0.0,230.311762,1326.833333,0.0,0.1,0.08642,0.028,0.01602,78.303164,0.0
2018-01-01 19:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,30.539354,0.0,1255.987613,0.0,0.0,1.526968,0.0,1.526968,0.0,199.772408,1285.0,0.0,0.1,0.08642,0.028,0.01602,32.066322,0.0
2018-01-01 20:00:00-06:00,0.0,0.0,0.0,0.0,0,0,21.521566,1255.987613,0.0,21.521566,1233.333333,1.614117,0.0,1.132714,0.0,0.0,1.132714,219.679856,1233.333333,0.0,0.1,0.07607,0.021,0.01548,1.132714,0.0
2018-01-01 21:00:00-06:00,0.0,0.0,0.0,0.0,0,0,3.788233,1255.987613,0.0,3.788233,1252.0,0.284117,0.0,0.199381,0.0,0.0,0.199381,223.183972,1252.0,0.0,0.1,0.07607,0.021,0.01548,0.199381,0.0
2018-01-01 22:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,0.363916,0.0,1255.987613,0.0,0.0,0.018196,0.0,0.018196,0.0,222.820056,1256.333333,0.0,0.1,0.07607,0.021,0.01548,0.382111,0.0
2018-01-01 23:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1255.987613,222.820056,0.0,1255.987613,0.0,0.0,11.141003,0.0,11.141003,0.0,0.0,1467.666667,0.0,0.1,0.05415,0.0131,0.01306,233.961059,0.0
2018-01-02 00:00:00-06:00,0.0,0.0,0.0,0.0,0,0,189.519582,2094.994297,0.0,189.519582,1895.5,14.213969,0.0,9.974715,0.0,0.0,9.974715,175.305613,1895.5,0.0,0.1,0.05415,0.0131,0.01306,9.974715,0.0
2018-01-02 01:00:00-06:00,0.0,0.0,0.0,0.0,0,0,350.982832,2760.955612,0.0,350.982832,2391.5,26.323712,0.0,18.472781,0.0,0.0,18.472781,499.964733,2391.5,0.0,0.1,0.05415,0.0131,0.01306,18.472781,0.0
