index,E_PV_batt,E_PV_curt,E_PV_grid,E_PV_load,E_PV_load_autocons,E_PV_load_cons,E_char,E_cons,E_dis,E_grid_batt,E_grid_load,E_loss_Batt,E_loss_conv,E_loss_inv,E_loss_inv_PV,E_loss_inv_batt,E_loss_inv_grid,SOC,E_demand,E_PV,Export_price,Price_furniture,Price_TURPE_E,Price_TURPE_P,Inv_P,Conv_P
2018-01-01 00:00:00-06:00,0.0,0.0,0.0,0.0,0,0,122.870894,1215.50445,0.0,122.870894,1086.166667,10.075413,0.0,6.466889,0.0,0.0,6.466889,112.795481,1086.166667,0.0,0.1,0.05415,0.0131,0.01306,6.466889,0.0
2018-01-01 01:00:00-06:00,0.0,0.0,0.0,0.0,0,0,114.320894,1215.50445,0.0,114.320894,1095.166667,9.374313,0.0,6.016889,0.0,0.0,6.016889,217.742061,1095.166667,0.0,0.1,0.05415,0.0131,0.01306,6.016889,0.0
2018-01-01 02:00:00-06:00,0.0,0.0,0.0,0.0,0,0,102.129227,1215.50445,0.0,102.129227,1108.0,8.374597,0.0,5.375222,0.0,0.0,5.375222,311.496692,1108.0,0.0,0.1,0.05415,0.0131,0.01306,5.375222,0.0
2018-01-01 03:00:00-06:00,0.0,0.0,0.0,0.0,0,0,65.237561,1215.50445,0.0,65.237561,1146.833333,5.34948,0.0,3.433556,0.0,0.0,3.433556,371.384773,1146.833333,0.0,0.1,0.05415,0.0131,0.01306,3.433556,0.0
2018-01-01 04:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.50445,7.539176,0.0,1215.50445,0.0,0.0,0.376959,0.0,0.376959,0.0,363.845597,1222.666667,0.0,0.1,0.05415,0.0131,0.01306,7.916134,0.0
2018-01-01 05:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.50445,36.486544,0.0,1215.50445,0.0,0.0,1.824327,0.0,1.824327,0.0,327.359053,1250.166667,0.0,0.1,0.05415,0.0131,0.01306,38.310871,0.0
2018-01-01 06:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.50445,118.065491,0.0,1215.50445,0.0,0.0,5.903275,0.0,5.903275,0.0,209.293562,1327.666667,0.0,0.1,0.07607,0.021,0.01548,123.968766,0.0
2018-01-01 07:00:00-06:00,0.0,0.0,0.0,0.0,0,0,0.0,1215.50445,209.293562,0.0,1215.50445,0.0,0.0,10.464678,0.0,10.464678,0.0,0.0,1414.333333,0.0,0.1,0.07607,0.021,0.01548,219.75824,0.0
2018-01-01 08:00:00-06:00,0.0,0.0,0.0,367.647206,367,0,91.66074,1215.50445,0.0,91.66074,1119.019461,7.516181,7.739941,24.174102,19.349853,0.0,4.824249,84.144559,1486.666667,394.737,0.1,0.07607,0.021,0.01548,391.174102,374.739941
2018-01-01 09:00:00-06:00,0.0,-0.0,0.0,477.701912,476,0,0.0,1048.631422,0.0,0.0,1048.631422,0.0,10.056882,25.142206,25.142206,0.0,0.0,84.144559,1526.333333,512.901,0.1,0.08642,0.028,0.01602,501.142206,486.056882
2018-01-01 10:00:00-06:00,0.0,0.0,0.0,893.785147,892,0,0.0,579.548186,0.0,0.0,579.548186,0.0,18.816529,47.041324,47.041324,0.0,0.0,84.144559,1473.333333,959.643,0.1,0.08642,0.028,0.01602,939.041324,910.816529
2018-01-01 11:00:00-06:00,0.0,-0.0,0.0,1342.494363,1000,340,400.0,475.391602,0.0,400.0,54.338971,32.8,28.263039,91.71023,70.657598,0.0,21.052632,451.344559,1396.833333,1441.415,0.1,0.07607,0.021,0.01548,1431.71023,1368.263039
2018-01-01 12:00:00-06:00,0.0,-0.0,0.0,1189.775343,1000,188,103.714119,229.897414,0.0,103.714119,120.724657,8.504558,25.047902,68.078393,62.619755,0.0,5.458638,546.55412,1310.5,1277.443,0.1,0.07607,0.021,0.01548,1256.078393,1213.047902
2018-01-01 13:00:00-06:00,349.0,21.728,0.0,1304.666667,1000,304,349.0,0.0,0.0,0.0,0.0,28.618,34.446667,68.666667,68.666667,0.0,0.0,866.93612,1304.666667,1778.508,0.1,0.07607,0.021,0.01548,1372.666667,1687.446667
2018-01-01 14:00:00-06:00,0.0,0.0,0.0,686.366618,685,0,0.0,577.466716,0.0,0.0,577.466716,0.0,14.449824,36.124559,36.124559,0.0,0.0,866.93612,1263.833333,736.941,0.1,0.07607,0.021,0.01548,721.124559,699.449824
